1,CIFAR10,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909
1,Caltech101,0.666,0.666,0.666,0.761,0.761,0.761,0.761,0.761,0.761,0.761,0.761
1,DTD,0.582,0.582,0.582,0.695,0.695,0.695,0.695,0.695,0.695,0.695,0.695
1,Pet,0.852,0.852,0.852,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788
1,Aircraft,0.405,0.405,0.405,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506
1,CIFAR100,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
1,Cars,0.570,0.570,0.570,0.785,0.785,0.785,0.785,0.785,0.785,0.785,0.785
1,SUN397,0.891,0.891,0.891,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954
1,dSprites,0.658,0.658,0.658,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679
